UID,col_0,col_1,col_2,col_3,col_4,col_5,col_6,y
1109,A0,B0,C4,D1,100,E1,F2,55000
1110,A0,B0,C11,D1,0,E1,F0,150000
1111,A0,B0,C11,D1,0,E1,,106800
1112,A0,B0,C3,D1,100,E1,F2,205000
1113,A2,B0,C2,D1,100,E1,F 1,90000
1114,A0,B0,C2,D2,0,E2,F2,110000
1115,A0,B0,C15,D1,0,E1,F2,174500
1116,A0,B0,C15,D1,0,E1,F2,250500
1117,A1,B0,C4,D1,0,E1,F2,62000
1118,A2,,C2,D2,100,E2,F0,51081
1119,A0,B0,C2,D1,100,E1,F2,130000
1120,A1,B0,C4,D1,0,E1,F2,105000
1121,A1,B0,C11,D1,0,E1,F2,95000
1122,A0,B0,C7,D1,100,E1,F2,130000
1123,,B0,C2,D1,100,E1, F2   ,154600
1124,A0,B0,C2,D1,100,E1,F2,153600
1125,A0,B0,C72,D3,100,E3,F0,79197
1126,A0,B0,C11,D1,100,E1,F2,135000
1127,, B0   ,C2,D1,100,E1,F0,159200
1128,A1,B0,C34,D60,100,E59,F2,22800
1129,A0,B0,C11,D1,0,E1,F2,129000
1130,A2,B0,C11,D1,0,E1,F2,90000
1131,A1,B0,C34,D1,50,E1,F2,153000
1132,A0,B0,C9,D1,0,E1,F2,204500
1133,A0,B0,C2,D1,0,E1,F2,162500
1134,A0,B0,C11,D1,100,E1,F2,231500
1135,A3,B0,C11,D1,100,E1,F2,310000
1136,A1,B0,C7,D4,0,E4, F2   ,73880
1137,A1,B0,C2,D19,100,E3,F2,60093
1138,A1,B0,C4,D1,100,E1,F2,135000
1139,A0,B0,C6,D3,0,E3,F2,174000
1140,A2,B0,C2,D6,100,E1,F2,50000
1141,A0,B0,C11,D1,100,E1,F2,250000
1142,A1,B0,C11,D1,0,E1,F 2,130000
1143,A1,B0,C56,D4,100,E4,F2,49253
1144,A1,B0,C11,D37,100,E33,F2,73546
1145,AO,B0,C2,D37,100,E1,F0,68428
1146,A0,B0,C9,D1,0,E1,F2,100000
1147,A1,B0,C11,D1,0,E1,F2,150000
1148,,B0,C30,D1,0,E1,F2,165000
1149,A0,B0,C18,D1,0,E1,F2,200000
1150,A0,B0   ,C6,D3,100,E3,F1,85847
1151,A0,B0,C46,D1,100,E1,F2,140000
1152,A2,B0,C2,D12,0,E11,F1,51321
1153,A0,B0,C2,D1,100,E1,F2,140000
1154,A0,,C4,D58,100,E56,F 1,50000
1155,A1,B0,C11,D4,100,E4,F2,92350
1156,,B0,C4,D1,0,E1,F2,160000
1157,AO,B0,C9,D1,0,E1,F2,109400
1158,A0,B0,C11,D1,100,E1,F2,205600
1159,A0   ,B0,C2,D1,0,E1,F2,300240
1160,A0,B0,C27,D1,0,E1,F2,105200
1161, A1   ,B0,C11,D44,0,E43,F2,110446
1162,A0,B0,C2,D1,0,E1,F2,220000
1163,A1,B0,C18,D1,0,E1,F2,85000
1164,A0,B0,C11,D1,100,E1,F2,160000
1165,A0,B0,C4,D1,0,E1,,227000
1166, A0   ,B0,C11,D1,0,E1,F2,140000
1167,A0,B0,C2,D1,0,E1,F2   ,140000
1168,A0,B0,C2,D1,0,E1,F2,146000
1169,A0,B0,C11,D1,0,E1,F2,129000
1170,A 1,B0,C4,D28,0,E27,F2,72914
1171,A0,B0,C15,D4,100,E4,F2,92000
1172,A0,B0,C9,D1,0,E1,F2,122700
1173,A1,B0,C52,D1,0,E1,F2,205920
1174,A0,B0,C40,D1,100,E1,F2,115000
1175,A0,B0,C2,D1,0,E1,F2,159832
1176,A0,B0,C11,D1,100,E1,F2,154000
1177,A0,B0,C18,D1,0,E1,F2,200000
1178,A0,B0,C83,D1,100,E1,F2,150000
1179,A1,B0,C11,D1,0,E1,F2,120000
1180,A 1,B0,C11,D1,0,E1,F2,130000
1181,A0,B0,C4,D1,100,E1,F 2,109280
1182,A0,,C7,D1,0,E1,F2,120000
1183,A0,B0,C3,D1,0,E1,F0,309400
1184,A0,B0,C11,D1,0,E1,,191200
1185,A3,B0,C54,D68,0,E25,F2,85000
1186,A0,B0,C1,D1,0,E1,F2,240000
1187,A1   ,B0,C4,D12,50,E11,F0,46759
1188,A2,B0,C4,D2,0,E2,F0,40663
1189,A3,B0,C34,D1,100,E1,F1,200000
1190,A1,B0,C4,D1,100,E1,F2,75000
1191,A0,B0,C11,D1,100,E1,F2,259000
1192,A0,,C65,D2,50,E2,F0,127221
1193,A0,B0,C11,D1,0,E1,F2,180000
1194,A0,B0,C2,D1,100,E1,F2,177500
1195,A1,B0,C11,D1,0,E1,,130000
1196,A0,B0,C11,D1,100,E1,F2,216000
1197,A2,B0,C53,D3,0,E3,F0,60938
1198,A1,,C11,D4,100,E4,F2,92350
1199,A0   ,B0,C11,D1,100,E1,F0,153000
1200,A1,B0,C2,D21,100,E15,F2,119059
1201,A0,B0,C3,D1,0,E1,F0,222200
1202,,B0,C11,D1,100,E1,F2,297500
1203,A1,B0,C4,D1,0,E1,F2,165000
1204,,B0,C4,D1,0,E1,F2,99000
1205,A1,B0,C2,D3,100,E3,F1,60938
1206,A0,B0,C4,D1,100,E1,,192500
1207,A0,B0,C11,D1,0,E1,,223250
1208,A1, B0   ,C53,D48,50,E1,F0,36259
1209,A0,B0,C15,D1,100,E1,,376080
1210,AO,B0,C2,D1,0,E1,F2,205000
1211, A0   ,B 0,C15,D1,100,E1,F2,117000
1212,A1,B0,C2,D1,0,E1,F2,183310
1213,A0,B0,C2,D1,100,E1,F2,183500
1214,A0,B 0,C15,D1,100,E1,F2,213120
1215,A0,B0,C2,D1,100,E1,F2,90000
1216,,B0,C4,D1,100,E1,F2,75000
1217,A0,B0,C12,D1,0,E1,F2,215000
1218,A0,B0,C11,D1,100,E1,F2,75000
1219,A1,B0,C2,D6,100,E58,F0,53416
1220,A0,B0,C9,D1,100,E1,F2,140000
1221,A1,B0,C2,D4,0,E4,F2,67723
1222,A0,B0,C67,D1,0,E1,F2,135000
1223,A0,B0,C11,D1,100,E1,F2,126000
1224,A3,B0,C15,D1,0,E1,F2,155000
1225,A1,B0,C4,D1,0,E1,F 2,109000
1226,A1,B0,C2,D1,0,E1,F2,170000
1227,A0,B0,C11,D1,100,E1,F0,200000
1228,A0,B0,C4,D1,0,E1,F2,110600
1229,A 0,B0,C9,D1,100,E1,F2,180000
1230,A0,,C4,D1,100,E1,F2,127000
1231,A1,B0,C2,D9,50,E8,F0,73546
1232, A0   ,B0,C15,D1,100,E1,F 2,180000
1233,A0,B0,C11,D1,0,E1,F2,170000
1234,A0,B0,C4,D1,100,E1,F2,236600
1235,A0,B0,C9,D1,0,E1,F2,126000
1236,A1,B0,C9,D1,0,E1,F2,145000
1237,A1,B0,C4,D1,100,E1,F0,85000
1238,A0,B0,C2,D1,100,E1,F2,155000
1239,,B0,C34,D1,0,E1,F2,170000
1240,A2,B0,C60,D13,100,E19,F1,150000
1241,A0,B0,C11,D1,100,E1,F2,188700
1242,A0,B0,C2,D19,0,E49,F1,91237
1243,,B0,C9,D4,0,E4,F2,67141
1244,A2,B0,C2,D0,50,E0,F2,31520
1245,A1,B0,C2,D0,100,E0,F2,46809
1246,A1,B0,C1,D1,0,E1,F2,147000
1247,A1,B0,C11,D0,100,E0,,95000
1248,A0,B0,C11,D1,100,E1,F2,160000
1249,A1,B0,C11,D1,0,E1,F2,170000
1250,A0,B0,C11,D1,0,E1,F2,106500
1251,A2,B0,C11,D1,100,E1,F2,92700
1252,A1,B0,C11,D4,100,E4, F0   ,82528
1253, A0   ,B0,C9,D1,0,E1,F0,176100
1254,A0   ,B0,C11,D1,100,E1,F2,165000
1255,A0,BO,C57,D1,0,E1,F2,90000
1256,A0,B0,C11,D1,0,E1,F2,130000
1257,A0,B0,C2,D1,0,E1,F0,215300
1258,A0,B0,C4,D1,0,E1,F2,169000
1259,A0,B0,C26,D1,100,E1,F2,138750
1260,A0,B0,C2,D1,100,E1,F2,141525
1261,A0,B0,C11,D1,0,E1,F2,95000
1262,A0,B0,C11,D1,100,E1,F2,200000
1263,A3,B0,C11,D1,0,E1,F2,205000
1264,AO,B0   ,C51,D1,0,E1,F2,105000
1265,A0,B0,C2,D1,100,E1,F2,210000
1266,A2,B0,C2,D6,100,E6,F2   ,28399
1267,A0,B0,C4,D1,0,E1,F2,128500
1268,A1,B0,C2,D1,100,E1,F0,155000
1269,A0,B0,C2,D1,0,E1,F2,225000
1270,A1,B0,C2,D1,50,E1,F0,108000
1271,A0,B0,C2,D1,0,E1,F2,149076
1272,A1,B0,C23,D4,100,E4,,85066
1273,A0,B0,C2,D1,0,E1,F2,134000
1274,A0,B0,C2,D1,0,E1,F2,150000
1275,A0,B0,C11,D1,0,E1,F2,129000
1276,A0,B0,C11,D1,100,E1,F2,222000
1277,A0,B0,C2,D1,100,E1,F2,145000
1278,A0,B0,C11,D1,0,E1,F2,185000
1279,A1,B0,C9,D29,100,E40,F0,46597
1280,A0,B0,C2,D1,100,E1,F2,123000
1281,A0,B0,C2,D1,100,E1,F2,275300
1282,A0,B0,C4,D1,100,E1,F2,110000
1283,A0,B0,C11,D1,0,E1,F2,300000
1284,A0,B0,C4,D1,100,E1,F2,93700
1285,A2,B0,C6,D1,0,E1,F2,120000
1286,A1,B0,C4,D1,0,E1,F2,100000
1287,AO,B0,C4,D1,100,E1,F 2,81666
1288,A0,B0,C7,D1,0,E1,F2,87000
1289,A1,B0,C11,D1,0,E1,F2,162500
1290,,B0,C9,D45,100,E57,F2,88654
1291,A0,B0,C64,D1,0,E1,F2,225000
1292,A2,B3,C2,D59,100,E11,F2,110000
1293,A0,B0,C4,D1,0,E1,F2,100000
1294,A3,B0,C11,D1,100,E1,F2,310000
1295,A0,B0,C4,D1,0,E1,F2   ,120000
1296,A0,B0,C11,D1,0,E1,F2,178600
1297,A0,B0,C60,D9,100,E2,F0,53654
1298,A1,B0,C11,D4,0,E4,F2,92350
1299, A0   ,B0,C9,D6,100,E6,F0,24342
1300,A1,B0,C60,D3,100,E1,F1,95746
1301,A0,B0,C9,D1,100,E1,F2,180000
1302,A0,B0,C11,D1,0,E1,F2,120000
1303,A0,B0,C2,D1,100,E1,F2,237000
1304,,B0,C11,D1,0,E1,F2,200000
1305,A0,B0,C9,D62,100,E60,F1,65000
1306,A0,B0,C3,D1,100,E1,F 2,184000
1307, A0   ,B0,C2,D1,100,E1,F2,155000
1308,A0,B0,C82,D6,100,E6,FO,38154
1309,A1,B0,C11,D1,0,E1,F2,120000
1310,A0,B0,C11,D1,0,E1,F2,129300
1311,A0,B0,C9,D1,100,E1,F2,188800
1312,A2,B2,C9,D47,100,E46,F2,100000
1313,,B0,C11,D1,0,E1,F2,129000
1314,A0,,C4,D1,100,E1,F2,115934
1315,A0,B0,C2,D1,0,E1,F2,156400
1316,A0,B0,C15,D2,100,E2,F2,90700
1317,A0,B0,C2,D1,0,E1,F2,165000
1318,A1,B0,C4,D4,0,E4,F2,61566
1319,A1   ,B0,C11,D37,100,E33,F2,84053
1320,A1,B0,C11,D1,0,E1,F2,162500
1321,A0,B0,C4,D11,100,E10,F2,42533
1322,A0,B0,C11,D1,100,E1,F2,170000
1323, A0   , B0   ,C2,D1,0,E1,F2,159832
1324,A1,B0,C9,D4,0,E4,F2,145828
1325,A0,B0,C15,D1,100,E1,F2,208775
1326,A0,B0,C2,D1,0,E1,F2,122000
1327,A0,B0,C50,D1,0,E1,,128000
1328,A 2,B0,C4,D12,50,E11,F2,28368
1329,A2,B0,C12,D1,0,E1,F2,220000
1330,A1,B0,C2,D1,100,E1,F0,135000
1331,A0,B0,C11,D37,50,E33,F0,47899
1332,A1,B0,C4,D28,0,E27, F2   ,109371
1333,A0,B0,C11,D1,0,E1,F2,183600
1334,A1,B0,C11,D37,100,E33,F2,63040
1335,A1,B0,C11,D4,0,E4,F2,110820
1336, A1   ,B0,C4,D1,0,E1,F2   ,120000
1337,A0,B0,C49,D1,0,E1,F2,160000
1338,A0,B0,C11,D1,0,E1,F2,145000
1339,A0,B0,C11,D1,100,E1,F2,135000
1340,A2,B0,C12,D1,0,E1,F2,125000
1341,A1,B0,C2,D1,100,E1, F2   ,130000
1342,A1,B0,C19,D1,0,E1,F2,140000
1343,A0,B0,C2,D1,0,E1,F2,239748
1344,AO,B0,C11,D1,0,E1,F2   ,132300
1345,A1   ,B0,C11,D1,0,E1,F2,115000
1346,A0,B0,C11,D1,100,E1,F0,131300
1347,A0,B0,C11,D1,0,E1,F0,205600
1348,A2, B0   ,C2,D12,0,E11,F2,39916
1349,A0,B0,C2,D1,100,E1,,191475
1350,A1,B0,C4,D1,100,E1,F2,120000
1351,A0,B0,C11,D1,0,E1,F2,99100
1352,A0,B0,C36,D20,100,E17,F0,125000
1353,A0,B0,C2,D1,100,E1,F2,123000
1354,A0,B0,C9,D1,100,E1,F2,184000
1355,A0,B0,C11,D1,100,E1,F2,150000
1356,,B0,C2,D1,0,E1,F2,185000
1357,A0   ,B0,C2,D1,100,E1,F0,158200
1358,A0,B0,C11,D1,0,E1,F2,160000
1359,A0,B0,C4,D1,100,E1,,100000
1360,A0,B0,C3,D1,0,E1,F0,262500
1361,A0,B0,C2,D1,0,E1,F0,100000
1362,A3,B0,C26,D1,0,E1,,222640
1363,A1,B0,C11,D1,0,E1,F2,75000
1364,,,C46,D1,100,E1,F2,110000
1365,A0,B0,C9,D1,100,E1,F2,192000
1366,A0,B0,C11,D1,0,E1,F2,160000
1367,A1,B0,C11,D1,0,E1,F2,102000
1368, A0   ,B0,C2,D1,0,E1,F2,150000
1369,A3,B0,C11,D1,0,E1,F2,175000
1370,A0,B0,C11,D1,0,E1,F2,94300
1371,A0, B0   ,C11,D1,0,E1,F2,100000
1372,,B0,C4,D1,0,E1,F2,120000
1373,A2,BO,C60,D1,100,E1,F2,70000
1374,A2,B0,C11,D64,100,E64,F1,41689
1375,A0,B0,C26,D1,0,E1,F2,245100
1376,A1,B0,C11,D1,0,E1,F2,140000
1377,A2,B0,C50,D1,100,E1,F1,90000
1378,A1   ,,C4,D1,100,E1,F2,167000
1379,A1,B0,C11,D1,0,E1,F2,120000
1380,A0,B0,C2,D1,0,E1,F2,129300
1381,A0,B0,C2,D1,0,E1,F2,134000
1382,A1,B0,C2,D1,50,E1,F0,147000
1383,A0,B0,C26,D1,0,E1,F2,134236
1384,A0,B0,C11,D1,0,E1,F2,252000
1385,A0,B0,C7,D1,0,E1,F2,184700
1386, A0   ,B0,C9,D1,0,E1,F2,248700
1387,A0,B0,C7,D1,0,E1,F2,179820
1388,A0,,C4,D1,0,E1,F2,125000
1389,A2,B0,C4,D1,0,E1,F2,48000
1390,A0,B0,C4,D1,0,E1,F2,125600
1391,A1,BO,C19,D1,0,E1,F2,140000
1392,A0, B0   ,C11,D4,100,E4,F2,82280
1393,A0,B0,C9,D1,0,E1,F2,142200
1394,A3,B 0,C33,D1,100,E1,F0,325000
1395,A1,B0,C15,D1,100,E1,F0,170000
1396,A0,B0,C2,D1,100,E1,F2,150000
1397,A0,B0,C11,D1,100,E1,F2,129400
1398,A0,B0,C4,D1,0,E1,F2,132000
1399,A0, B0   ,C2,D1,100,E1,F2,183500
1400,A0,B0,C2,D4,0,E4,F2,98506
1401,A0,B0,C11,D8,0,E24,F2,37558
1402,A0,B0,C11,D1,0,E1,F2,168400
1403,A0,B0,C11,D1,0,E1,,120000
1404,,B0,C2,D1,100,E1,F2,141525
1405,A0,,C11,D1,0,E1,F2,105000
1406,A0,B0,C26,D6,50,E6,F0,94665
1407,A0,B0,C27,D1,0,E1,F2,120000
1408,A0,B0,C9,D1,0,E1,F2,204500
1409,A0,B0   ,C4,D1,0,E1, F2   ,145000
1410,A1,B0,C4,D1,0,E1,,80000
1411,A1,B0,C4,D1,100,E1,F2,110000
1412,A0,B0,C11,D1,100,E1,F2,154600
1413,A0,B0,C9,D1,0,E1,F2,119000
1414,A1,B0,C9,D10,100,E9,F0,104697
1415,A0,B0,C4,D1,0,E1,F2,168400
1416,A0,B0,C4,D1,0,E1,F2,135000
1417,A0,B0,C2,D1,100,E1,F2,154000
1418,A0,B0,C4,D1,0,E1,F2,153600
1419,A0,B 0,C2,D1,100,E1,F2,134000
1420,A0,B0,C9,D1,0,E1,F2,128280
1421,A0,B0,C4,D1,0,E1,F2,108000
1422,A0,B0,C2,D1,100,E1,F2,110000
1423,A0,B0,C11,D1,0,E1,F2,70500
1424,A 0,B0,C11,D1,100,E1,F2,100000
1425,A2,B0,C4,D30,50,E1,F0,50000
1426,A0,B0,C9,D24,100,E22,F2,185000
1427,A0,B0,C19,D1,100,E1,,120000
1428,A0,B0,C2,D1,100,E1,,182200
1429,A0,B0,C30,D1,100,E1,F2,95000
1430,A1,B0,C2,D1,100,E1,F2,200000
1431, A2   ,B0,C4,D1,0,E1,F2,48000
1432,A0,B0,C11,D1,0,E1,F2,120000
1433,A0,B0,C11,D1,0,E1,F2,106500
1434,A2,B0,C11,D1,0,E1,F2,135000
1435,A1,B0,C34,D1,100,E1,F0,112300
1436,A0,B0,C4,D1,100,E1,F2,95000
1437,A0,B0,C11,D1,0,E1,F0,229998
1438,A0,B0,C7,D1,100,E1,,120000
1439,A0,B0,C18,D1,0,E1,F2,210000
1440, A0   ,B0,C4,D1,0,E1,F2,95000
1441,A0,B0,C68,D1,100,E1,F0,125000
1442,A1,B0,C35,D1,100,E1,F2,134000
1443,A0,B0,C2,D1,0,E1,F2,140800
1444,A0,B0,C9,D1,50,E1,F0,185000
1445,A0,B0,C26,D6,50,E1,F0,54094
1446,A2,B3,C4,D1,100,E1,F1,34320
1447,A0,B0,C2,D1,100,E1,F2,136994
1448,A0,B0,C9,D1,100,E1,F2,304000
1449,A0,B0,C26,D1,100,E1,F2,243225
1450,A1,B0,C18,D1,100,E1,F2,210000
1451,A0,B0,C15,D1,0,E1,F2,113000
1452,A0,B0,C11,D1,100,E1,F2,110000
1453,A1,B0,C2,D26,100,E23,F2,54000
1454,A0,B0,C11,D1,100,E1,,146000
1455,A0,BO,C11,D1,0,E1,F2,180000
1456,A0,B0,C4,D1,0,E1,F2,110600
1457,A3,B0,C11,D1,100,E1,F2,286000
1458,A0,B0,C31,D1,100,E1,FO,170000
1459,A0,B0,C4,D1,100,E1,F2,128875
1460,A0,B0,C11,D1,0,E1,F2,63000
1461,A2,B0,C53,D1,50,E1,F1   ,55000
1462,A1,B0,C2,D53,0,E52,F2,10000
1463,A0,B0,C2,D1,0,E1,F 2,156400
1464,A0,B 0,C2,D12,50,E11,,53192
1465, A1   ,B0,C41,D1,0,E1,F2,75000
1466,A0,B0,C9,D1,0,E1,F2,204500
1467,,B0,C4,D1,0,E1,F2,150000
1468,A2,B3,C60,D56,50,E54,F0,19073
1469,A2,B0,C9,D1,100,E1,F1,125000
1470,AO,B0,C11,D1,0,E1,F2,229000
1471,A2,B0,C6,D4,100,E4,,60000
1472,A0,B0,C3,D1,100,E1,F2,230000
1473,A0,B0,C4,D1,0,E1,F2,141290
1474,,B0,C18,D1,0,E1,F2,185000
1475,A0,B0,C11,D1,0,E1,F2,213000
1476,A0,B0,C15,D1,100,E1,F2,113900
1477,A1,B0,C2,D4,0,E4,F2,61566
1478,A0,B0,C9,D1,0,E1,F2,164996
1479,A0,B0,C11,D1,0,E1,F2,150000
1480,A0,B0,C11,D1,100,E1,F2,162500
1481,A0,B0,C2,D1,100,E1,,237000
1482,A0,B0,C15,D1,0,E1,F2,128000
1483,A3,B0,C87,D2,100,E2,F1,115222
1484,A0,B0,C11,D1,100,E1,F2,63000
1485,A0,B0,C2,D1,0,E1,F0,239000
1486,A0,B0,C11,D16,100,E14,F2,101943
1487,AO,B0,C4,D1,0,E1,F2,90320
1488,A0,B0,C15,D1,100,E1,F2,135000
1489,A2,B0,C2,D6,50,E6,F0,12767
1490,A0   ,B0,C11,D1,0,E1,F2,140000
1491,A0,B0,C4,D0,0,E0,F2,50432
1492,A2,B0,C37,D18,0,E16,F1,7000
1493,A2   ,B0,C2,D1,100,E1,F2,100000
1494,A0,B0,C4,D1,0,E1,F2,175000
1495,A0,B0,C2,D1,100,E1,F2,158677
1496,A0,B0,C2,D1,100,E1,F2,141525
1497,A0,B0,C2,D1,100,E1,F2,191475
1498,A0,B0,C11,D1,0,E1,F 2,129000
1499,A0,,C11,D1,100,E1,F0,178800
1500,A0,B0,C11,D1,0,E1,F2,129000
1501,A0,B0,C21,D1,100,E1,F0,380000
1502,A1,B0,C9,D4,100,E4,F2,58331
1503,A2,B0,C6,D1,0,E1,F2,160000
1504,A0,B0,C4,D1,0,E1,F2,106020
1505,A3,B0,C2,D1,0,E1,F2,200000
1506,A0,B0,C4,D1,100,E1,F2,109280
1507,A0,B0,C2,D1,0,E1,,195000
1508,A0,B0,C11,D1,100,E1,F1,115000
1509,A0,B0,C7,D1,0,E1,F2,250000
1510,A0,B0,C9,D1,0,E1,F2,204500
1511, A0   ,B0,C4,D1,0,E1,F2,169000
1512,A0,B0,C11,D1,100,E1,F2,210000
1513,A1,B0,C4,D1,0,E1,F2,160000
1514,A0,B0,C11,D1,100,E1,F2,130000
1515,A0,B0,C11,D1,0,E1,F2,81500
1516,A0,B0,C9,D28,100,E27,F1,45618
1517,A 0,B0,C2,D1,0,E1,F2,136000
1518,,B0,C2,D6,100,E6,F2,17805
1519,A0,B0,C4,D1,100,E1,F2,136260
1520,,B0,C85,D1,100,E1,F2,250000
1521,A0,B0,C6,D1,0,E1,F2,293000
1522,A1,B0,C11,D12,50,E11,F0,70139
1523,A3,B0,C54,D1,0,E1,F2,195800
1524,A1,B0,C2,D6,100,E6,F1,16904
1525,A 1,B1,C1,D1,100,E1,F1,25500
1526,AO,B0,C9,D1,0,E1,F2,220000
1527,A0,B0,C4,D1,0,E1,F2,148500
1528,A0,B0,C4,D1,100,E1,F2,89200
1529, A0   ,B0,C4,D1,100,E1,F2,127000
1530,A0,B0,C26,D1,100,E1,F2,200000
1531,A1,B0,C39,D4,50,E4,F1,61566
1532,A0,B 0,C11,D1,0,E1,F2,155000
1533,A0,B 0,C11,D1,0,E1,F0,205600
1534,A2,B0,C11,D1,0,E1,F 2,135000
1535,A3,B0,C25,D1,0,E1,,269600
1536,A0,B0,C11,D1,100,E1,F2,115000
1537,A0   ,B0,C11,D1,0,E1,F2,110000
1538,A1,B0,C2,D1,100,E1,F0,110000
1539,A2,B0,C11,D1,0,E1,F2,85000
1540,A1,B0,C11,D1,0,E1,F2,162500
1541,A0,B0,C11,D2,100,E2,F2,94000
1542,A0,B0,C9,D1,0,E1, F2   ,153400
1543,,B0,C11,D1,0,E1,,100000
1544,A0,B0,C9,D1,0,E1,F2,247500
1545,A1,B0,C4,D1,0,E1,F2,105000
1546,A1,B0,C11,D1,0,E1,F2,95000
1547, A2   ,B0,C11,D1,100,E1,F2,61800
1548,A3,B0,C33,D1,0,E1,F2,353200
1549,A0,B0,C7,D1,100,E1,F2,130000
1550,AO,B0,C4,D1,100,E1,F2,112900
1551,A0,B0,C2,D1,100,E1,F2,212750
1552,A0,B0,C4,D1,0,E1,F2,99000
1553,A0,B0,C11,D1,0,E1,F2,178750
1554,A0,B0,C2,D1,0,E1,F2,198440
1555,A0,B0,C11,D1,100,E1,F0,100800
1556,A0,B0,C2,D1,0,E1,F2,185900
1557,A1,BO,C4,D1,0,E1,F2,206000
1558,A0,B0,C9,D1,100,E1,F0,195400
1559,A1,B0,C11,D4,0,E4,F2,61566
1560,A0,B0,C11,D1,100,E1,F2,130000
1561,A0,B0,C11,D1,0,E1,F2,253200
1562,A0,B0,C11,D1,0,E1,F 2,102100
1563,A0,B0,C11,D1,100,E1,,215000
1564,A0,B0,C18,D1,0,E1,F2   ,370000
1565,A0,B0,C11,D1,100,E1,F2,166000
1566,A1,B0,C11,D1,100,E1,F0,200000
1567,A0,B0,C11,D1,100,E1,F2,160000
1568,A0,B0,C4,D1,0,E1,F2,60000
1569,A0,B0,C2,D1,0,E1,F2,129300
1570,A0,B0,C79,D4,100,E4,,200000
1571,,B0,C33,D3,0,E3,F0,141846
1572,A0,B0,C11,D0,0,E0,F2,68293
1573,A2,B0,C11,D4,100,E4,F2,49253
1574,AO,B0,C2,D1,100,E1,F0   ,180000
1575,A0,B0,C2,D1,100,E1,F2,272550
1576,A1,B0,C4,D4,0,E4,F2,46178
1577,A2,B0,C6,D1,0,E1,F2,155000
1578,A0,B0,C9,D1,0,E1,F2,142200
1579,A0,B0,C1,D1,100,E1,F2,243000
1580,A0,B0,C3,D1,100,E1,F2,196000
1581,A0,B0,C15,D1,100,E1,F2,135000
1582,A1,B0,C4,D1,100,E1,F2,136000
1583,A0,B0,C4,D1,100,E1,F2,155000
1584,A0,B0,C11,D1,0,E1,F2,275000
1585,A0,B0,C11,D1,0,E1,F2,162000
1586,A1,B0,C4,D1,0,E1, F2   ,61200
1587,A1,B0,C11,D1,0,E1,F2,149600
1588,,B0   ,C2,D26,100,E1,F2,100000
1589,A1,B0,C69,D2,100,E2,F2,76814
1590,A0,,C2,D1,100,E1,F2,297300
1591,A1,B0,C34,D1,0,E1,F1,125000
1592,A1,B0,C18,D1,100,E1,F2,151800
1593,,B0,C4,D1,50,E1,F0,50000
1594,A2,B0,C36,D56,50,E54,F1,45896
1595,A1,B0,C11,D1,100,E1,F2,95000
1596,A0,B0,C4,D1,0,E1,F2,115934
1597,A0,B0,C46,D1,100,E1,F2,135000
1598,A0,B0,C11,D1,100,E1,F2,187500
1599,A0,B0,C2,D1,100,E1,F2,141525
1600,A0,B0,C2,D0,0,E0,F2,48289
1601,A2,B0,C11,D1,0,E1,F2,160000
1602,A1,B0,C2,D1,0,E1,F2,100000
1603,A2,B0,C2,D1,0,E1,F2,120000
1604,A2,B0,C69,D1,100,E1,F0,180000
1605,AO,B0,C2,D1,100,E1,F2,90000
1606,A0,B0,C7,D1,100,E1,F2,140250
1607,A0,B0,C79,D37,100,E54,F0,88654
1608,A0,B0,C3,D1,100,E1,F2,184000
1609,A0,B0,C4,D0,0,E0,F2,40777
1610,A0,B0,C4,D1,100,E1,F2,179975
1611,A0,B0,C2,D1,0,E1,F2,205000
1612,A0,B0,C4,D1,100,E1,F2,127075
1613,A1,B0,C11,D4,100,E4,F2,80036
1614,A 0,B0,C2,D1,0,E1,F2,90700
1615,A1,B0,C4,D1,0,E1,F2,116000
1616,A0,B0,C2,D1,100,E1,F2,107000
1617,A0,B0,C4,D1,100,E1,,81666
1618,A2,B0,C4,D1,100,E1,F2,60000
1619,A1,B0,C18,D1,50,E1,F0,145000
1620,A3,B0,C4,D1,100,E1, F2   ,110000
1621,A0,B0,C11,D1,0,E1,F2,130000
1622,A1,B0,C2,D4,0,E4,F 2,172386
1623,A2,B3,C1,D3,100,E3,F1,15966
1624,A2,B0,C17,D3,0,E3,F2,64385
1625,A0,B0,C2,D1,0,E1,F2,105000
1626,A0,B0,C4,D1,0,E1,,52500
1627,A0,B0,C4,D1,0,E1,F2,65000
1628,A0,B0,C11,D0,0,E0,F2,68293
1629,A0,B0,C2,D1,100,E1,F2,209450
1630,A0,B0,C2,D1,0,E1,F2,140000
1631,A0,B0,C11,D1,0,E1,F2,153600
1632,A0,B0,C3,D1,100,E1,F2,142000
1633,A0, B0   ,C11,D1,0,E1,F2,78000
1634,A0,B0,C11,D1,100,E1,F2,144000
1635,A0,B0,C5,D1,0,E1,F2   ,147100
1636,A0,B0,C2,D1,0,E1,F2,82365
1637,A0,B0,C11,D1,100,E1,F2,130000
1638,A0,B0,C19,D1,100,E1,F2,150260
1639,A0,B0,C4,D1,0,E1,F2,105500
1640,A3,B0,C11,D1,100,E1,F2,310000
1641,A0,B0,C2,D1,100,E1,F2,130000
1642,A 0,B0,C2,D1,100,E1,F2,104650
1643,A0,B0,C7,D1,0,E1,F2,143860
1644,A1,B0,C11,D53,100,E52,F2,28016
